,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,event_date,max_1_day_prcp,max_3_day_prcp,max_7_day_prcp,max_14_day_prcp,avg_30_day_prcp,avg_60_day_prcp,avg_90_day_prcp,avg_365_day_prcp,max_1_day_prcp_mean_flux,max_3_day_prcp_mean_flux,max_7_day_prcp_mean_flux,max_14_day_prcp_mean_flux,avg_30_day_prcp_mean_flux,avg_60_day_prcp_mean_flux,avg_90_day_prcp_mean_flux,avg_365_day_prcp_mean_flux,Runoff_CN_Best,max_1_day_prcp_mean_flux_nc,max_3_day_prcp_mean_flux_nc,max_7_day_prcp_mean_flux_nc,max_14_day_prcp_mean_flux_nc,avg_30_day_prcp_mean_flux_nc,avg_60_day_prcp_mean_flux_nc,avg_90_day_prcp_mean_flux_nc,avg_365_day_prcp_mean_flux_nc
312,312,312,149,149,149,1.0,2.25774359703064,1.5,27.0,1.0,0.25,6.2,7.76,0.0,3.0,,165.0,203.0,0.0,0.0365079365079365,0.22,33.3,6.0,-90.224132,33.496389,1.0,14.5,106.0,0.0,2013-04-29,2.0,2.0,12.7,26.1,4.575,3.489795918367347,2.95072463768116,2.17123745819398,5.3238997e-05,0.0001459091,0.0001459091,0.00055309694,5.961412309075525e-05,5.212575417557908e-05,5.4912998116447456e-05,4.94020580998532e-05,0.0,0.0,0.0,0.0,0.0,2.077805584121961e-05,5.570931898546405e-05,5.4435586207546294e-05,3.868524800054729e-05
313,313,313,250,250,250,20.0,76.43511199951172,1.46,30.0,2.0,2.0,7.2,28.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,0.14,17.9,0.0,-103.016299,42.740943,1.0,9.7,,0.0,2013-05-03,0.0,6.6,6.6,7.2,0.6714285714285714,0.327906976744186,0.2104477611940298,0.3254180602006689,6.5933236e-05,0.00018766598,0.00018766598,0.00018766598,2.295645350397317e-05,1.829291404707608e-05,1.7633188836853562e-05,1.326647959633226e-05,0.0,0.0,1.614602660993114e-05,9.769723874342162e-06,2.1165640646358952e-05,2.1178124370635487e-05,1.479136790294433e-05,1.3197566659073345e-05,1.2671245713136159e-05
314,314,314,247,247,247,2.0,6.576902389526367,1.35,,2.0,11.5,5.0,28.0,0.3,6.0,0.0,0.0,76.0,0.0,0.1634920634920635,0.23,33.4,1.0,-77.625473,35.809051,1.0,12.3,137.0,0.0,2013-05-07,0.3,0.3,0.3,1.1,1.3888888888888888,1.0735849056603772,1.5835616438356164,1.941503267973856,4.9738494e-05,6.097198e-05,6.097198e-05,0.00019486339,7.706915052233928e-05,6.04359148158873e-05,4.854309130948675e-05,4.253161449462333e-05,-0.0682717745432844,0.0,0.0,1.2630274795810692e-05,2.3797878384357318e-05,3.392099097254686e-05,3.936208304367028e-05,3.868324347422458e-05,3.370146077941172e-05
315,315,315,204,204,204,2.0,9.887776374816896,1.35,,2.0,6.0,5.1,28.0,0.3,0.0,1.0,0.0,38.0,0.0,0.2761904761904761,0.14,25.3,3.0,-81.056118,32.516247,1.0,7.799999,183.0,0.0,2013-05-13,0.0,0.0,3.3,30.9,4.165517241379311,3.553448275862068,4.341666666666666,2.04071661237785,7.2285075e-05,7.2285075e-05,7.2285075e-05,0.00011363536,4.997730751028249e-05,4.932654496212118e-05,5.1932413669258485e-05,4.470191114040744e-05,0.0,0.0,0.0,0.0,0.0,7.071014351822669e-07,3.131819175905548e-05,3.6385572457220405e-05,3.764572102227248e-05
316,316,316,370,370,370,2.0,1.9532352685928345,1.38,61.0,1.0,4.5,6.3,9.17,5.3,3.0,0.0,0.0,23.0,68.33333333333333,2.292063492063493,0.19,30.3,3.0,-84.099115,41.389106,1.0,13.7,61.0,0.0,2013-05-13,0.0,5.3,5.3,5.3,2.5387096774193547,2.367213114754099,2.196703296703297,2.011475409836066,2.6421352e-05,0.00026020705,0.00026020705,0.00026020705,4.1124460226522177e-05,6.707218144174944e-05,5.32934782286198e-05,3.155134215362916e-05,0.0,0.00011335883027641103,6.875185499666259e-05,5.7998888223664835e-05,4.0600945794722065e-05,4.00000972149428e-05,3.164018926327117e-05,2.8657477741944604e-05,2.9032213205937296e-05
317,317,317,517,517,517,2.0,0.4281826317310333,1.6,250.0,5.0,0.2,5.0,423.0,0.0,,1.0,76.0,203.0,0.0,0.534920634920635,0.05,9.9,2.0,-75.690479,38.690916,1.0,6.3,140.0,,2013-05-22,0.0,6.6,7.2,11.9,2.476923076923077,2.5,2.097260273972603,1.312758620689655,9.5347036e-11,9.051471e-05,0.0001046444,0.0001046444,6.221354715329637e-05,5.499573097367249e-05,5.318067196184051e-05,3.880786544935176e-05,0.0,9.35105126700364e-05,0.0001352772378595546,0.00010239646508125588,6.756852235412225e-05,5.015153146814555e-05,4.3123236537212506e-05,4.447585160960443e-05,2.6739659006125294e-05
318,318,318,393,393,393,2.0,1.1057674884796145,1.4,116.0,4.0,0.75,7.0,7.7,31.8,2.0,,33.0,53.0,112.33333333333331,4.433333333333334,0.17,28.4,3.0,-86.099051,43.29184,1.0,13.8,15.0,0.0,2013-05-23,31.8,31.8,31.8,31.8,3.3451612903225807,4.578688524590164,3.7505494505494505,2.817213114754098,9.640404e-07,1.4116572e-05,6.485272e-05,6.485272e-05,2.233758336579605e-05,4.475350670997003e-05,3.673638039309472e-05,2.7626411590165737e-05,0.0,0.0,5.399563178798417e-06,2.4437014872091822e-05,6.683367246296257e-05,5.543682345887646e-05,4.73815634904895e-05,3.638913040049374e-05,3.0251883799792267e-05
319,319,319,143,143,143,5.0,8.998634338378906,1.6,61.0,2.0,0.75,5.4,92.0,0.0,,1.0,0.0,25.0,59.20000000000001,1.6714285714285717,0.08,14.0,4.0,-85.476021,30.775247,1.0,5.9,165.0,,2013-05-27,0.0,0.0,0.0,0.0,0.9032258064516128,1.7262295081967212,2.247252747252748,3.939502762430939,9.692307e-06,0.00019543535,0.00020709632,0.00020709632,5.915299592533993e-05,7.081525836483118e-05,6.119845682309094e-05,5.319716305256647e-05,0.0,0.0,0.0,8.377011909033172e-06,1.0078895684273448e-05,4.703484592027962e-06,1.8314422050025314e-05,2.724353726080153e-05,4.099326179130003e-05
320,320,320,593,593,593,35.0,24.708026885986328,1.28,15.0,1.0,2.0,5.9,9.17,53.8,4.0,1.0,0.0,15.0,169.33333333333334,6.158730158730158,0.23,27.2,2.0,-91.411,39.9141,0.0,15.8,,0.0,2013-05-29,43.7,53.8,53.8,53.8,7.103225806451612,6.360655737704917,4.937362637362637,2.81775956284153,5.262911e-06,2.3953184e-05,2.3953184e-05,5.582828e-05,1.6820667963751634e-05,4.489340110067719e-05,4.4348658502727535e-05,3.123261585122462e-05,0.6436827762058271,9.219794446835294e-05,3.073264815611765e-05,1.317113492405042e-05,3.6661069316323847e-05,2.988524647662416e-05,2.8735432351822965e-05,2.535076782805845e-05,2.3355612938757986e-05
321,321,321,127,127,127,2.0,12.538881301879885,1.45,46.0,2.0,2.5,6.4,9.17,0.0,4.0,1.0,0.0,25.0,0.0,0.1396825396825396,0.21,30.0,6.0,-85.361428,40.376393,1.0,13.0,76.0,0.0,2013-06-10,,0.0,0.3,0.5,0.3272727272727272,0.5256410256410257,0.3516666666666667,1.18125,6.131764e-05,7.179084e-05,0.00012217609,0.00012217609,2.780378669179941e-05,3.082933268833842e-05,4.119369072729579e-05,3.0589531292795e-05,0.0,2.5310326236649416e-05,7.04023550497368e-05,9.084355406230316e-05,9.286490239901468e-05,9.039979340741411e-05,7.293494127225131e-05,5.854951814399101e-05,3.9906895835883915e-05
322,322,322,503,503,503,7.0,8.374512672424316,1.4,49.0,2.0,3.0,6.0,9.0,7.2,3.0,1.0,0.0,25.0,0.0,0.6523809523809524,0.15,30.5,4.0,-97.45385,38.732281,1.0,11.7,,0.0,2013-06-20,0.0,7.2,7.2,26.5,1.451851851851852,1.7480000000000002,1.3405797101449275,0.7591362126245849,3.9164418e-14,5.8852984e-05,5.8852984e-05,5.8852984e-05,2.324390833711949e-05,3.42133118350597e-05,4.411685853773528e-05,2.707319235946025e-05,0.0,0.0,0.0,3.3520285796839744e-05,1.946882730408106e-05,2.042310188699048e-05,1.6318273992510512e-05,1.6884707292774692e-05,1.4880918570270296e-05
323,323,323,49,49,49,3.0,2.847878932952881,1.45,100.0,3.0,1.0,6.3,92.0,17.8,1.0,0.0,25.0,30.0,127.66666666666669,3.3682539682539687,0.11,12.7,5.0,-82.711152,42.948569,1.0,9.500001,76.0,0.0,2013-06-20,0.0,3.8,17.8,21.6,4.7290322580645165,3.165573770491803,3.606593406593407,2.4390710382513663,3.6471128e-11,6.1870705e-05,6.1870705e-05,8.8026485e-05,3.126062458912114e-05,2.685348640206978e-05,4.912014632649003e-05,3.0494373818129507e-05,0.0,3.5232529626227915e-05,4.024823647341691e-05,1.7249243683181703e-05,2.1503265088540502e-05,2.7809983293991536e-05,3.9618527807760984e-05,3.624159216997214e-05,2.5881430701701902e-05
324,324,324,8,8,8,90.0,74.33110046386719,1.6,,1.0,4.5,6.5,2.82,6.7,2.0,,0.0,20.0,124.23333333333332,4.238095238095238,0.11,21.8,4.0,-87.118866,39.376588,1.0,3.9,,0.0,2013-06-21,0.0,6.7,6.7,64.7,4.8354838709677415,4.377049180327868,4.1923076923076925,3.998360655737705,2.0709276e-05,0.00011335123,0.00011335123,0.00011335123,2.5999625392109555e-05,3.208573344081686e-05,3.870259975861363e-05,3.4145800100661e-05,0.0,0.0,1.0117122656083666e-05,2.02155042643426e-05,1.1258767699473538e-05,2.645085987751372e-05,5.15163665113505e-05,5.055130532127805e-05,3.67365064448677e-05
325,325,325,726,726,726,3.0,50.2859992980957,1.5,,1.0,0.25,8.5,28.0,0.0,,,76.0,152.0,0.0,0.0,0.13,11.7,0.0,-118.8886,45.8404,0.0,6.8,,,2013-06-22,0.0,0.3,0.8,0.8,0.0583333333333333,0.1528301886792452,0.1546666666666666,0.2114754098360655,4.8246445e-11,4.8246445e-11,3.6779442e-05,3.6779442e-05,1.5188562649716936e-05,1.0231520476736663e-05,1.1449512073656935e-05,1.4113684122508337e-05,0.0,0.0,0.0,0.0,1.2344511560513638e-05,1.0498518349777441e-05,1.3495586244971491e-05,9.822588253882714e-06,1.1698920388880651e-05
326,326,326,710,710,710,3.0,56.56425857543945,1.5,,1.0,0.25,8.5,28.0,0.0,,,76.0,152.0,0.0,0.0206349206349206,0.13,11.7,0.0,-118.8928,45.8467,0.0,6.8,,,2013-06-22,0.0,0.3,0.8,0.8,0.0583333333333333,0.1528301886792452,0.1546666666666666,0.2114754098360655,4.8246445e-11,4.8246445e-11,3.6779442e-05,3.6779442e-05,1.5188562649716936e-05,1.0231520476736663e-05,1.1449512073656935e-05,1.4113684122508337e-05,0.0,0.0,0.0,0.0,1.2344511560513638e-05,1.0498518349777441e-05,1.3495586244971491e-05,9.822588253882714e-06,1.1698920388880651e-05
327,327,327,917,917,917,3.0,50.123085021972656,1.5,,1.0,0.25,8.5,28.0,0.0,,,76.0,152.0,0.0,0.2142857142857142,0.13,11.7,0.0,-118.8885,45.8403,0.0,6.8,,,2013-06-22,0.0,0.3,0.8,0.8,0.0583333333333333,0.1528301886792452,0.1546666666666666,0.2114754098360655,4.8246445e-11,4.8246445e-11,3.6779442e-05,3.6779442e-05,1.5188562649716936e-05,1.0231520476736663e-05,1.1449512073656935e-05,1.4113684122508337e-05,0.0,0.0,0.0,0.0,1.2344511560513638e-05,1.0498518349777441e-05,1.3495586244971491e-05,9.822588253882714e-06,1.1698920388880651e-05
328,328,328,186,186,186,1.0,7.944992065429687,1.45,61.0,5.0,0.25,7.9,2.82,1.5,,,153.0,200.0,91.73333333333332,3.2301587301587307,0.15,29.7,6.0,-99.282122,43.916463,1.0,13.2,,,2013-07-06,1.5,1.5,1.5,58.9,3.0580645161290323,3.336065573770492,3.3076923076923075,1.2000000000000002,3.241233e-06,3.241233e-06,0.0001340135,0.0001340135,1.9351872981380986e-05,1.8565030915503253e-05,2.175057206900164e-05,1.099393649628444e-05,,1.5600386177538894e-05,4.012176577816717e-05,5.324499579728581e-05,3.284226477262564e-05,2.8091835702070966e-05,3.6542587622534484e-05,3.9630609535379335e-05,1.923924355651252e-05
329,329,329,0,0,0,1.0,0.7276161313056946,1.13,20.0,2.0,8.5,6.5,0.21,0.3,0.0,0.0,0.0,10.0,0.0,0.5523809523809523,0.19,47.4,6.0,-90.265336,35.366082,1.0,7.300003,183.0,0.0,2013-07-13,0.0,1.0,1.0,6.4,0.9866666666666668,1.7660714285714287,2.41375,2.478637770897833,2.358963e-05,2.358963e-05,2.358963e-05,5.6195884e-05,2.964908580181194e-05,3.244555822188391e-05,4.471587254599199e-05,4.583900589706423e-05,0.0,0.0,0.0,1.3120073163008783e-05,4.2098388803424314e-05,3.1327203032560647e-05,3.532908158376813e-05,2.9164533771108836e-05,3.853947055176832e-05
330,330,330,371,371,371,2.0,3.541697263717652,1.4,60.0,1.0,3.5,7.2,9.0,1.5,2.0,,0.0,23.0,0.0,0.2396825396825396,0.23,31.1,3.0,-84.28924,41.819356,1.0,14.8,,0.0,2013-07-17,0.0,0.0,1.5,8.0,3.247826086956522,2.073809523809524,1.6791044776119404,1.119847328244275,2.7289412e-05,2.7289412e-05,2.7289412e-05,5.3960193e-05,1.4084944453947975e-05,2.0383558400329656e-05,2.734345978927497e-05,2.950043112882208e-05,0.0,0.0,0.0,0.0,3.1598563055013074e-06,2.2987747797742486e-05,3.8725596823496744e-05,4.024988447781652e-05,2.876195685530547e-05
331,331,331,482,482,482,6.0,14.300028800964355,1.45,,4.0,1.0,8.3,7.7,0.0,3.0,,10.0,60.0,0.0,1.673015873015873,0.17,29.4,2.0,-101.53139,48.125675,1.0,11.5,200.0,0.0,2013-07-26,0.0,0.0,5.9,27.1,3.18,3.161111111111111,3.17710843373494,1.2553571428571428,3.0748736e-06,3.337136e-05,0.00012628837,0.00023410341,3.0371888743490183e-05,3.357037426957444e-05,3.099414384372688e-05,1.827519154571912e-05,0.0,0.0,0.0,9.542539373796899e-06,1.5919189536361955e-05,2.453421984682791e-05,5.88082657486666e-05,5.631452950183302e-05,2.349235728615895e-05
332,332,332,257,257,257,11.0,20.80548477172852,1.32,46.0,4.0,0.75,6.5,0.91,0.0,3.0,0.0,45.0,115.0,0.0,0.7698412698412699,0.15,33.7,4.0,-95.97452,40.130132,1.0,13.7,,0.0,2013-07-28,0.0,4.5,4.5,4.5,0.5607142857142857,1.2673076923076925,1.9157894736842105,0.8859477124183007,2.5166576e-06,4.5606106e-05,4.5606106e-05,4.5606106e-05,1.0099246892804452e-05,1.4369670702174467e-05,1.961528086400187e-05,2.2507256434354416e-05,0.0,0.0,0.0,2.178990143875126e-06,7.1762510742701124e-06,1.2218826668686233e-05,1.7984108126256615e-05,2.3749174943077378e-05,2.2476804588222876e-05
333,333,333,551,551,551,3.0,2.553453207015991,1.48,99.0,4.0,1.0,7.0,1.0,1.5,,1.0,36.0,90.0,0.0,1.7650793650793648,0.14,32.1,6.0,-95.693102,36.982344,1.0,13.9,200.0,,2013-07-28,0.0,0.0,35.4,35.4,2.2107142857142854,3.874074074074074,3.055844155844156,1.2392857142857143,1.5600214e-07,2.553187e-06,2.553187e-06,2.7072192e-06,3.764425040120436e-06,1.2258878133798072e-05,3.23741788345253e-05,3.054857948749554e-05,0.0,5.981176855129888e-06,1.653617619012948e-05,1.567131585034076e-05,7.83565792517038e-06,1.6514108210685663e-05,1.3448167919705156e-05,1.408215393894352e-05,2.615153971419204e-05
334,334,334,10,10,10,6.0,5.447438716888428,1.45,61.0,3.0,1.6,4.6,55.0,10.7,1.0,0.0,5.0,13.0,49.5,0.9825396825396824,0.08,7.8,0.0,-84.349725,44.436876,1.0,5.8,40.0,0.0,2013-08-01,0.5,0.5,10.7,10.7,0.9387096774193548,0.9688524590163934,1.6956043956043958,2.0314207650273226,1.2972902e-06,1.2972902e-06,3.6107613e-05,0.00012288282,3.511356696916195e-05,3.135988676047326e-05,2.722756428982618e-05,2.8336658654332174e-05,0.0,5.902777957089711e-06,3.880198346450925e-05,1.662942122493405e-05,2.2522986910189502e-05,1.787904511729721e-05,1.6177229554159567e-05,2.9589458790724166e-05,2.5986384571297094e-05
335,335,335,317,317,317,9.0,10.260223388671877,1.6,,4.0,0.5,8.0,7.7,50.5,3.0,,61.0,91.0,158.25,8.3015873015873,0.16,31.2,2.0,-99.44039,46.305669,1.0,11.8,,0.0,2013-08-04,0.4,50.5,50.5,50.5,6.37741935483871,8.463333333333333,6.7988888888888885,3.950958904109589,6.665346e-06,0.0003318754,0.0003318754,0.0003318754,2.6104037416541863e-05,3.442996468851943e-05,3.5416284470899095e-05,1.5681201140511447e-05,0.0,0.0,0.0,8.432539857494703e-07,1.8972862108057598e-06,1.2174553376098629e-05,3.231265873182565e-05,3.068360092584044e-05,1.6464091459056363e-05
336,336,336,139,139,139,3.0,6.941751003265381,1.3,,1.0,2.0,6.5,92.0,25.4,,,0.0,89.0,68.33333333333333,2.9301587301587304,0.1,15.6,0.0,-99.79427,43.260686,1.0,10.4,183.0,,2013-08-10,1.3,1.3,25.4,25.4,2.44516129032258,3.026229508196722,3.358241758241758,1.2633879781420767,8.235097e-06,8.235097e-06,2.9610115e-05,0.00016509803,2.472919968682028e-05,2.148470558829933e-05,1.765617657654499e-05,1.2226916950324965e-05,,0.0,7.843534149287734e-06,1.4813597772445064e-05,1.039873041008832e-05,1.1795271348091774e-05,1.624227297725156e-05,2.882027911255136e-05,2.3512460757046938e-05
337,337,337,702,702,702,80.0,79.83550262451172,0.9,,1.0,5.0,5.3,28.0,,,,0.0,28.0,,0.0,0.18,22.5,2.0,-124.0083,43.4379,0.0,13.0,,,2013-09-02,,,,,,,,,6.9652874e-06,6.9652874e-06,6.9652874e-06,7.547741e-06,3.835345304218733e-06,5.0850440430202e-06,6.5574307782337e-06,4.462245996614985e-05,,0.0,1.909278944367543e-05,9.692116691439878e-06,1.281088771065697e-05,5.978414264973253e-06,3.18596630677348e-06,5.919599516346352e-06,5.43909081898164e-05
338,338,338,901,901,901,3.0,61.40800476074219,1.3,,1.0,4.5,5.6,9.0,46.2,,,0.0,58.0,62.66666666666666,0.8746031746031746,0.2,34.3,4.0,-122.9415,44.8998,0.0,11.7,175.0,,2013-09-05,46.2,46.2,46.2,46.2,1.7774193548387098,0.90327868852459,0.8912087912087912,2.5062841530054643,1.881894e-05,0.00014334948,0.00014334948,0.00014334948,7.492217846410657e-06,6.994608865862186e-06,8.71213549756101e-06,3.977915729013015e-05,,0.0,0.0,2.5578798158676364e-05,2.0516046788543463e-05,1.173234613816021e-05,6.397255674528424e-06,8.694662028574385e-06,2.5425108105991967e-05
339,339,339,662,662,662,3.0,63.93838119506836,1.3,,1.0,2.0,7.5,9.0,0.5,,,0.0,61.0,0.0,0.0238095238095238,0.2,25.5,2.0,-118.8279,45.8175,0.0,15.8,,,2013-09-05,5.6,5.6,5.6,5.6,0.3928571428571428,0.2086206896551724,0.1590361445783132,0.2105263157894736,2.0844354e-05,3.114401e-05,3.114401e-05,3.114401e-05,2.872148344489546e-06,1.5736708888208644e-06,4.442731715208623e-06,1.3915976900939572e-05,,0.0,0.0,0.0,0.0,3.5738296446652384e-06,4.408239874464925e-06,6.7281316660228185e-06,1.3474302249960601e-05
340,340,340,47,47,47,20.0,35.82511520385742,1.35,33.0,5.0,0.6,8.2,9.17,0.8,3.0,0.0,41.0,200.0,0.0,0.1492063492063492,0.19,28.0,2.0,-102.455545,43.15916,1.0,15.4,,0.0,2013-09-08,0.8,0.8,0.8,6.8,1.6521739130434785,1.5816326530612246,1.3878378378378378,0.8596610169491526,4.2562354e-10,1.2256438e-06,3.3648162e-06,5.066489e-05,4.709293935307837e-06,1.728905309510031e-05,1.969441199999545e-05,1.3022541946850186e-05,0.0,0.0,1.3520894754037727e-05,7.481176908186171e-06,3.567430394468829e-05,1.965453520824667e-05,2.367748493270483e-05,1.9701486962730996e-05,1.6741081708460115e-05
341,341,341,1072,1072,1072,20.0,61.8587760925293,1.51,21.0,4.0,1.5,7.0,28.225,98.6,2.0,,33.0,51.0,160.5666666666667,4.074603174603173,0.12,22.1,4.0,-105.1527078,39.98178647,0.0,9.1,,0.0,2013-09-12,99.3,99.3,99.3,99.3,6.761290322580645,5.252459016393442,3.669230769230769,1.4972677595628416,8.196836e-05,8.196836e-05,8.196836e-05,8.196836e-05,2.01491259648564e-05,2.620876676434274e-05,3.295745170094921e-05,2.402862301030858e-05,0.6243080408359146,0.0,0.0,3.0770792363910004e-05,1.589444036653731e-05,1.976056955754757e-05,2.2231492039281875e-05,2.0244075130904093e-05,1.2576909284689464e-05
342,342,342,476,476,476,5.0,15.754053115844728,1.51,61.0,2.0,0.75,5.5,28.0,4.1,2.0,1.0,0.0,13.0,73.89999999999999,1.0253968253968253,0.13,16.3,4.0,-94.478007,32.440968,1.0,,,0.0,2013-09-14,0.0,4.1,4.1,4.1,0.3096774193548387,0.6377049180327868,0.732967032967033,2.280054644808743,5.298104e-06,5.298104e-06,5.298104e-06,0.0004995669,7.77503304651835e-05,4.8002570111905634e-05,3.981753855069605e-05,3.863266575238685e-05,0.0,0.0,0.0,3.901682794094086e-05,2.5764835299924016e-05,1.2417108337103855e-05,8.952555617725011e-06,1.672818325459957e-05,2.9117223675712012e-05
343,343,343,602,602,602,12.0,75.75022888183594,1.35,,1.0,3.0,6.1,9.0,48.3,,,0.0,15.0,62.0,2.5841269841269843,0.16,26.4,6.0,-122.8753,44.049,0.0,13.4,,,2013-09-29,48.3,48.3,48.3,48.3,5.054838709677419,2.6688524590163936,1.789010989010989,2.46120218579235,1.6469767e-05,1.6469767e-05,1.6469767e-05,5.260463e-05,1.1331063196972226e-05,6.425886512742593e-06,7.174541831076873e-06,3.631015911074001e-05,,0.0,7.867741260270122e-06,1.842846359068062e-05,1.1325870218570344e-05,8.78920855029719e-06,5.0784215090970974e-06,3.6763137813977664e-06,3.101119364146143e-05
344,344,344,1045,1045,1045,5.0,56.67329025268555,1.66,,2.0,0.5,6.8,92.0,52.1,1.0,0.0,0.0,9.0,102.13333333333333,4.411111111111111,0.05,7.8,0.0,-118.36612027,34.22240926,0.0,4.0,,0.0,2013-10-09,2.5,2.5,2.5,2.5,0.0806451612903225,0.040983606557377,0.0307692307692307,0.3827868852459017,3.572618e-14,1.7054113e-06,0.00072255783,0.00072255783,3.20814303459971e-05,1.630151236169584e-05,1.0868241401328126e-05,1.3643645032768776e-05,0.0,9.633820809540339e-06,3.211273678971338e-06,1.3762601156486198e-06,6.881300578243099e-07,3.211273735814757e-07,1.4418030787055613e-06,9.61201976679149e-07,1.81715477083344e-05
345,345,345,89,89,89,25.0,62.188255310058594,1.45,20.0,2.0,1.75,5.6,9.1735,31.0,4.0,1.0,0.0,10.0,80.66666666666667,1.9253968253968248,0.11,14.4,4.0,-92.084599,35.006335,1.0,,,0.0,2013-10-12,8.1,8.1,31.0,31.0,3.1,1.950819672131148,3.03076923076923,3.3418032786885243,8.47407e-06,0.00028549615,0.0003313168,0.0003313168,6.016435583943767e-05,5.073281472915768e-05,3.6995012011465255e-05,3.985810355011208e-05,0.0,0.0,0.0,0.0,0.0,1.4014229918757337e-06,5.749194770032773e-06,8.694230928085744e-06,3.360994378454052e-05
346,346,346,438,438,438,3.0,33.731693267822266,1.58,61.0,4.0,0.25,5.0,2.82,8.4,2.0,1.0,117.0,153.0,97.8,2.8365079365079366,0.09,25.7,4.0,-93.461981,31.198231,1.0,,,0.0,2013-10-22,0.3,8.4,8.4,9.1,3.012903225806452,2.929508196721312,2.2538461538461543,3.058743169398907,2.3995076e-22,2.8424095e-11,9.039314e-06,0.00043089164,4.278379745798119e-05,9.325334895727388e-05,8.339193430110298e-05,4.948065570282928e-05,0.0,0.0,0.00017943781858775765,7.690192433074117e-05,3.8450962165370584e-05,1.902058102132287e-05,3.6387511499924585e-05,2.806897828122601e-05,3.845834362437017e-05
347,347,347,43,43,43,3.0,3.574432373046875,1.5,45.0,2.0,1.25,5.6,9.0,0.0,2.0,1.0,0.0,18.0,0.0,1.6650793650793652,0.22,27.7,2.0,-91.903158,34.413428,1.0,,,0.0,2013-10-25,0.0,1.3,1.3,1.3,0.4227272727272727,2.123076923076923,1.641025641025641,2.101672240802676,2.6552897e-07,2.6552897e-07,9.570847e-07,1.0196333e-05,2.450490687353588e-05,4.467140065762276e-05,3.679696887654386e-05,3.987202335655012e-05,0.0,0.0,9.739457891555503e-05,7.014824223006144e-05,3.675027983263135e-05,1.7150130588561296e-05,1.5230203644023277e-05,1.0245847988699097e-05,3.668709905468859e-05
348,348,348,269,269,269,2.0,5.2768425941467285,1.6,,5.0,0.25,8.0,9.17,12.7,,0.0,160.0,200.0,41.00000000000001,1.9444444444444444,0.18,27.6,5.0,-95.008091,43.240554,1.0,14.4,80.0,,2013-11-07,0.0,12.7,12.7,12.7,1.7548387096774192,2.008196721311476,1.717582417582417,2.0584699453551907,1.38772575e-05,1.38772575e-05,1.38772575e-05,1.38772575e-05,7.080023166511571e-06,2.317705256602797e-05,1.8703984304758567e-05,2.0548748965685207e-05,0.0,0.0,1.1111605999758467e-05,4.127370266360231e-05,2.628087895573117e-05,2.9958066079416312e-05,2.3046859496389516e-05,2.4547303837607615e-05,2.2265963707468472e-05
349,349,349,639,639,639,25.0,55.429344177246094,1.55,,2.0,0.75,7.3,92.0,0.0,,,0.0,38.0,0.0,0.0285714285714285,0.11,11.9,0.0,-120.8065,45.678,0.0,8.599999,,,2013-11-07,,,1.7,1.7,0.1347826086956521,0.1877551020408163,0.4461538461538461,0.2909090909090909,0.00024732592,0.00024732592,0.00024732592,0.00024732592,2.2901358475872924e-05,1.4984937682389464e-05,1.0897658944861855e-05,1.785643296589927e-05,,0.0,0.0,0.0,9.299612429458648e-06,1.0030723387899343e-05,5.162656634638552e-06,4.1423745642532595e-06,8.265952601504978e-06
350,350,350,897,897,897,3.0,84.5224380493164,1.55,20.0,5.0,1.0,5.9,78.0,,,,109.0,165.0,,0.0,0.08,11.2,0.0,-81.8167,37.4581,0.0,7.3,,,2013-12-07,,,,,,,,,3.8379694e-06,7.003873e-05,7.003873e-05,0.0002542184,2.9324835813762103e-05,2.634826006938625e-05,2.15140739411003e-05,3.799072705483743e-05,,0.0001352958206553012,6.321698310784996e-05,2.7092992240795866e-05,3.6621466279029846e-05,3.002948324137833e-05,2.843251422746107e-05,3.13371820084285e-05,3.4461885661585256e-05
351,351,351,565,565,565,2.0,3.725297689437866,1.45,61.0,2.0,2.5,5.9,9.17,58.2,2.0,1.0,0.0,20.0,113.6,3.726984126984127,0.22,28.9,3.0,-87.51874,39.410884,1.0,15.8,91.0,0.0,2013-12-11,6.9,19.1,58.2,58.2,5.635483870967742,3.8,3.226373626373626,4.143989071038251,1.8707634e-07,2.494421e-05,2.494421e-05,9.073347e-05,1.6632700117975255e-05,1.1278695615203032e-05,1.788290111672718e-05,2.159720413075395e-05,0.0,0.0,0.0,4.266048108547693e-06,5.625522135233041e-06,3.1524559744866565e-05,4.582379187922925e-05,3.140798071399331e-05,3.8418234908021986e-05
