Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,Unnamed: 0.1,Aspect,Profile Curvature,Planform Curvature,Curvature
565.0,2.0,3.725297689437866,1.45,61.0,29.0,2.5,5.9,9.17,58.2,2.0,1.0,0.0,20.0,113.6,3.726984126984127,0.22,28.9,3.0,-87.51874,39.410884,1.0,15.8,91.0,0.0879166089211633,,,,,
417.0,2.0,3.749688863754273,1.4,61.0,80.0,1.0,6.7,9.0,1.4,2.0,0.0,18.0,79.0,0.0,0.3857142857142857,0.22,27.9,2.0,-93.566656,40.711427,1.0,9.799999,32.0,0.0,466.0,163.10336,6.056822,-6.645953,-12.702775
499.0,2.0,3.842539787292481,1.35,,19.0,11.5,5.0,28.0,0.0,6.0,0.0,0.0,76.0,0.0,0.2285714285714285,0.23,33.8,1.0,-79.229921,34.925362,1.0,12.3,137.0,-0.06140350877192979,,,,,
510.0,2.0,3.851637363433838,1.38,,61.0,0.25,5.5,9.0,0.0,2.0,1.0,43.0,216.0,0.0,1.8190476190476192,0.15,22.9,2.0,-80.671192,33.836386,1.0,8.0,200.0,0.0,,,,,
,,3.8646340370178223,,,,,,,,,,,,,,,,,,,,,,,343.0,78.421974,14.651311,-38.01335,-52.66466
436.0,1.0,3.8772904872894287,1.46,45.0,96.0,0.75,5.6,9.0,20.1,2.0,0.0,20.0,38.0,76.45,5.180952380952381,0.2,25.6,6.0,-90.913788,35.813648,1.0,15.4,30.0,0.0,373.0,343.36282,-18.19366,15.873111,34.066772
212.0,2.0,3.878112554550171,1.3,91.0,29.0,5.5,6.7,9.17,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.18,34.3,3.0,-88.266652,40.257108,1.0,13.5,185.0,0.0,,,,,
294.0,6.0,3.900493860244751,1.45,40.0,29.0,1.5,5.4,9.17,0.0,4.0,2.0,0.0,23.0,0.0,0.3158730158730159,0.23,27.5,5.0,-85.039264,40.103832,1.0,15.6,74.0,0.0,391.0,72.90219,-0.83800715,-3.27331,-2.4353027
60.0,3.0,3.9042482376098633,1.45,61.0,19.0,1.35,8.2,28.23,0.7,2.0,1.0,0.0,10.0,61.2,1.5904761904761906,0.13,21.2,2.0,-103.406912,32.526016,1.0,,,0.0,440.0,214.26532,0.33121753,-0.12502027,-0.4562378
544.0,2.0,3.998159646987915,1.7,61.0,13.0,0.2,7.6,375.0,0.0,1.0,,79.0,200.0,0.0,0.0126984126984126,0.03,8.0,0.0,-101.045864,48.256994,1.0,7.2,,0.0,,,,,
203.0,1.0,4.081504821777344,1.5,61.0,29.0,5.0,7.0,2.82,0.3,0.0,0.0,0.0,28.0,0.0,0.4888888888888889,0.21,35.0,5.0,-84.428613,40.766999,1.0,2.4,76.0,0.0,470.0,209.30103,-2.1486826,-29.003387,-26.854706
,,4.115177631378174,,,,,,,,,,,,,,,,,,,,,,,537.0,259.5218,-4.6387706,-2.5208504,2.11792
147.0,2.0,4.12522554397583,1.83,123.0,1.0,0.25,7.9,0.7,6.3,2.0,1.0,97.0,200.0,56.3,1.5857142857142854,0.12,25.6,5.0,-92.393214,42.934302,1.0,10.0,185.0,0.0,538.0,69.80148,0.036001578,2.9962068,2.960205
553.0,6.0,4.180346012115479,1.45,,51.0,1.5,7.9,28.225,0.0,1.0,,46.0,64.0,0.0,0.0047619047619047,0.16,16.0,0.0,-102.478438,46.074352,1.0,4.9,,0.0,,,,,
253.0,2.0,4.194959163665772,1.35,,19.0,2.0,4.5,9.0,8.3,0.0,1.0,0.0,20.0,44.63333333333333,1.3015873015873018,0.17,24.3,5.0,-78.010687,35.331965,1.0,9.1,203.0,0.0,,,,,
200.0,2.0,4.243255615234375,1.55,76.0,33.0,1.5,6.7,28.0,18.9,2.0,,0.0,23.0,16.55,1.334920634920635,0.15,19.1,0.0,-89.438131,44.581383,1.0,9.700001,203.0,0.0,377.0,104.854,-3.8287947,12.485903,16.314697
,,4.359987258911133,,,,,,,,,,,,,,,,,,,,,,,203.0,84.804535,-13.147777,9.388692,22.536469
530.0,1.0,4.3879876136779785,1.5,61.0,29.0,5.0,7.0,2.82,0.0,0.0,0.0,0.0,28.0,0.0,0.0666666666666666,0.21,35.0,5.0,-85.471514,40.463546,1.0,10.2,185.0,0.0,,,,,
352.0,1.0,4.388752460479736,1.25,30.0,60.0,0.9,7.8,0.22,0.0,0.0,1.0,112.0,200.0,0.0,0.446031746031746,0.13,34.2,6.0,-96.301634,38.523867,1.0,12.8,,0.0,282.0,309.05255,79.38042,-91.3105,-170.69092
92.0,5.0,4.52885103225708,1.45,46.0,19.0,1.25,4.8,197.67,10.2,0.0,1.0,0.0,8.0,74.56666666666668,3.577777777777777,0.08,5.2,0.0,-81.173693,28.499844,1.0,4.4,,0.0,,,,,
105.0,1.0,4.604417324066162,1.25,61.0,97.0,6.5,7.2,92.0,0.3,0.0,0.0,0.0,20.0,57.0,1.9761904761904765,0.11,20.8,5.0,-84.929462,42.700223,1.0,12.6,173.0,0.0,501.0,221.4994,-2.2646203,2.4106727,4.675293
182.0,2.0,4.633596420288086,1.56,46.0,78.0,0.1,5.6,91.74,11.7,4.0,1.0,69.0,203.0,0.0,0.5047619047619047,0.05,8.7,1.0,-80.945126,28.836243,1.0,10.3,,0.010345223650874601,,,,,
150.0,2.0,4.745589733123779,1.38,,29.0,2.25,5.1,92.0,0.0,0.0,1.0,0.0,33.0,0.0,1.4555555555555555,0.1,11.7,1.0,-79.321482,34.43053,1.0,6.8,200.0,0.0,299.0,213.55878,94.29955,-8.331062,-102.630615
491.0,9.0,4.814514636993408,1.4,55.0,98.0,0.6,7.6,0.92,2.5,5.0,,10.0,76.0,37.3,1.1984126984126984,0.15,38.0,4.0,-107.008401,33.025361,1.0,13.0,,0.09842524999999999,,,,,
75.0,1.0,4.849003791809082,1.42,30.0,29.0,1.4,7.8,9.0,1.1,2.0,1.0,0.0,16.0,42.9,1.1,0.19,32.4,4.0,-100.578562,32.397145,1.0,,,0.0,350.0,130.21426,-3.1284823,2.1819577,5.31044
378.0,6.0,4.877786636352539,1.35,61.0,19.0,3.0,5.8,92.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.07,11.4,0.0,-85.900999,44.562704,1.0,6.2,122.0,0.0,393.0,42.48645,6.442245,0.96128803,-5.480957
490.0,2.0,4.9597487449646,1.55,61.0,78.0,0.1,5.3,91.74,2.3,0.0,0.0,99.0,203.0,89.55000000000001,2.663492063492064,0.08,5.5,1.0,-81.353885,27.707692,1.0,5.0,203.0,0.0,,,,,
131.0,2.0,4.988805770874023,1.4,,29.0,4.0,7.5,9.0,8.4,2.0,,0.0,20.0,31.46666666666667,0.5984126984126984,0.2,29.8,3.0,-100.916138,48.229828,1.0,13.6,114.0,0.0,325.0,291.12604,6.9402165,-8.312469,-15.252686
,,5.0,,,,,,,,,,,,,,,,,,,,,,,24.0,21.422047,20.167143,-110.11011,-130.27725
,,5.004351139068604,,,,,,,,,,,,,,,,,,,,,,,324.0,321.65512,112.97162,-80.53424,-193.50586
455.0,3.0,5.018060207366943,1.54,91.0,19.0,0.75,6.5,92.0,0.3,1.0,,0.0,10.0,8.333333333333334,0.3285714285714286,0.08,8.8,0.0,-100.45687,42.849377,1.0,6.2,161.0,0.0,344.0,248.70706,-96.66441,71.19447,167.85889
380.0,3.0,5.052219867706299,1.7,76.0,19.0,2.0,7.9,92.0,0.0,3.0,,0.0,15.0,0.0,0.8206349206349207,0.11,16.3,6.0,-101.777644,40.618724,1.0,15.0,183.0,0.0,275.0,314.53766,5.710046,-3.8881137,-9.59816
229.0,1.0,5.068467140197754,1.55,30.0,97.0,2.0,7.2,28.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0047619047619047,0.16,22.4,2.0,-97.78813,26.396173,1.0,9.0,,0.0,416.0,206.77623,-65.36867,33.98055,99.34921
508.0,1.0,5.099609375,1.46,30.0,29.0,1.5,6.1,9.0,0.0,0.0,0.0,0.0,28.0,27.03333333333333,1.1190476190476188,0.22,27.9,6.0,-99.110461,37.593209,1.0,9.699999,,0.0,,,,,
,,5.108898639678955,,,,,,,,,,,,,,,,,,,,,,,423.0,198.81638,-3.1127565,0.8118041,3.9245605
381.0,2.0,5.1130805015563965,1.5,,98.0,0.25,9.1,0.215,0.3,5.0,,8.0,152.0,24.03333333333333,0.5714285714285714,0.16,34.9,6.0,-115.741679,39.580814,1.0,14.6,,0.011811029999999998,,,,,
140.0,8.0,5.135579586029053,1.47,45.0,29.0,1.7,5.0,9.0,21.0,4.0,1.0,0.0,25.0,0.0,1.234920634920635,0.17,19.8,4.0,-94.30933,36.354174,1.0,6.5,200.0,0.11798055327555719,,,,,
18.0,2.0,5.148475170135498,1.7,91.0,99.0,0.75,7.2,91.74,2.0,0.0,0.0,94.0,152.0,0.0,0.5238095238095238,0.06,15.4,1.0,-86.993014,41.221262,1.0,9.599999,7.0,0.0,,,,,
141.0,1.0,5.159968376159668,1.39,76.0,39.0,2.0,6.2,3.0,1.8,2.0,1.0,22.0,36.0,19.666666666666668,0.3285714285714285,0.2,34.3,4.0,-97.832104,40.959967,1.0,11.9,,0.0,,,,,
298.0,3.0,5.192626953125,1.65,61.0,95.0,0.49,6.6,78.0,0.2,1.0,2.0,59.0,71.0,18.95,0.6047619047619048,0.03,19.9,2.0,-101.771129,32.064615,1.0,9.5,,0.0,,,,,
395.0,1.0,5.198605537414551,1.58,30.0,97.0,1.5,6.5,9.0,0.3,4.0,1.0,0.0,15.0,0.0,0.0222222222222222,0.13,21.3,6.0,-96.439334,32.104199,1.0,9.9,,0.0,,,,,
564.0,2.0,5.211733341217041,1.23,,29.0,1.5,7.2,3.0,0.5,2.0,,0.0,20.0,0.0,0.0129032258064516,0.19,31.0,4.0,-104.189971,37.338201,1.0,14.2,,0.0,,,,,
174.0,1.0,5.21832275390625,1.4,61.0,78.0,0.75,8.1,9.0,0.0,2.0,0.0,79.0,200.0,0.0,0.8428571428571427,0.21,26.7,4.0,-99.332991,40.916527,1.0,14.7,,0.0,427.0,122.55487,-24.082829,4.750179,28.833008
392.0,3.0,5.409192085266113,1.26,61.0,29.0,5.25,6.0,2.7,8.1,2.0,1.0,0.0,17.0,56.333333333333336,1.5587301587301583,0.23,33.2,4.0,-96.620201,43.857183,1.0,13.6,,0.0,,,,,
421.0,1.0,5.438400745391846,1.5,,19.0,1.32,6.8,4.0,5.6,4.0,0.0,0.0,22.0,0.0,0.480952380952381,0.18,14.6,5.0,-95.685827,29.81091,1.0,9.400001,203.0,0.0,413.0,168.42787,-16.308668,-85.32112,-69.01245
164.0,1.0,5.444267272949219,1.5,130.0,27.0,0.25,7.0,92.0,5.3,0.0,,0.0,203.0,77.5,2.447619047619048,0.06,10.3,1.0,-84.481373,44.383824,1.0,6.6,198.0,0.0,,,,,
10.0,6.0,5.447438716888428,1.45,61.0,93.0,1.6,4.6,55.0,10.7,1.0,0.0,5.0,13.0,49.5,0.9825396825396824,0.08,7.8,0.0,-84.349725,44.436876,1.0,5.8,40.0,0.0,,,,,
142.0,2.0,5.482905864715576,1.5,,19.0,1.5,4.7,9.0,2.7,5.0,0.0,0.0,23.0,0.0,0.5317460317460317,0.16,27.5,5.0,-79.011693,34.454597,1.0,15.3,188.0,0.10629926999999999,,,,,
45.0,3.0,5.501899719238281,1.28,60.0,78.0,0.7,7.9,0.22,0.5,3.0,,119.0,200.0,33.9,1.1015873015873017,0.1,43.2,6.0,-99.547035,43.750624,1.0,11.2,,0.0,419.0,232.28214,4.326772,0.2690787,-4.0576935
501.0,6.0,5.53524923324585,1.58,46.0,19.0,1.5,6.7,92.0,21.6,2.0,,0.0,46.0,95.33333333333331,3.384126984126984,0.11,16.2,0.0,-100.505116,41.241843,1.0,6.7,,0.0,,,,,
389.0,2.0,5.647136211395264,1.6,130.0,74.0,0.75,5.0,28.22,29.7,1.0,0.0,28.0,56.0,93.03333333333336,3.725396825396826,0.12,12.8,1.0,-88.375733,47.039508,1.0,9.5,203.0,0.0,451.0,102.622215,10.326491,-17.000496,-27.326986
,,5.6923136711120605,,,,,,,,,,,,,,,,,,,,,,,200.0,250.77507,-4.717821,10.959822,15.677643
279.0,2.0,5.712138175964356,1.3,56.0,29.0,2.5,6.7,9.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.22,27.4,2.0,-94.075294,40.427038,1.0,4.600002,25.0,0.0,308.0,250.66458,7.8571115,0.7159981,-7.1411133
64.0,2.0,5.819973468780518,1.38,76.0,29.0,3.5,6.9,3.0,53.6,5.0,0.0,0.0,18.0,56.03333333333333,2.719047619047619,0.19,34.0,5.0,-94.061331,40.244596,1.0,13.4,185.0,2.11023736,,,,,
192.0,2.0,5.840478897094727,1.27,91.0,29.0,5.0,5.6,3.0,0.0,2.0,1.0,0.0,18.0,0.0,0.2746031746031745,0.16,33.4,5.0,-92.605801,42.113671,1.0,12.6,109.0,0.0,474.0,289.59933,3.879071,3.589154,-0.289917
224.0,2.0,5.870099067687988,1.4,,29.0,3.0,7.8,9.0,1.0,2.0,,0.0,20.0,41.85,0.8761904761904761,0.16,28.6,4.0,-97.918034,46.055958,1.0,15.2,86.0,0.0,,,,,
772.0,3.0,5.905919551849365,1.57,49.0,78.0,0.12,5.5,100.0,0.0,0.0,0.0,64.0,165.0,0.0,0.0523809523809523,0.07,2.8,0.0,-70.61794177,41.74309277,0.0,6.2,,0.0,46.0,243.27713,30.736015,-14.458587,-45.194603
301.0,2.0,5.918355464935303,1.55,61.0,66.0,0.3,7.4,2.7,27.1,5.0,1.0,108.0,203.0,256.05,4.309677419354839,0.15,33.0,6.0,-96.725417,31.093958,1.0,,203.0,1.06692971,,,,,
,,5.933815956115723,,,,,,,,,,,,,,,,,,,,,,,475.0,269.57956,-5.081149,-2.6897154,2.3914337
210.0,2.0,5.937371730804443,1.45,18.0,100.0,0.1,5.0,2.82,18.8,5.0,,97.0,183.0,213.5,7.668253968253968,0.16,21.4,5.0,-89.623926,30.690749,1.0,9.0,15.0,0.74015788,473.0,232.92378,6.3406053,5.048186,-1.2924194
,,6.003357410430908,,,,,,,,,,,,,,,,,,,,,,,92.0,250.03467,3.9284105,13.49796,9.56955
94.0,2.0,6.006397724151611,1.65,,19.0,15.7,4.3,28.0,1.3,0.0,0.0,8.0,25.0,106.66666666666669,4.81904761904762,0.13,28.1,1.0,-75.245872,38.501238,1.0,-4.900002,51.0,0.0,,,,,
,,6.133288383483887,,,,,,,,,,,,,,,,,,,,,,,327.0,139.28577,-3.4933338,-5.7380924,-2.2447586
469.0,2.0,6.213432312011719,1.4,,67.0,0.2,4.6,2.0,3.3,0.0,1.0,127.0,183.0,0.0,1.0333333333333332,0.13,37.6,5.0,-79.557512,34.427735,1.0,12.3,200.0,0.0,,,,,
,,6.225732803344727,,,,,,,,,,,,,,,,,,,,,,,424.0,329.573,7.7851787,5.0385966,-2.746582
95.0,3.0,6.225965976715088,1.4,,93.0,0.25,4.6,40.0,4.1,2.0,1.0,15.0,25.0,0.0,0.4412698412698413,0.08,11.7,2.0,-77.617688,35.958872,1.0,8.299999,51.0,0.0,,,,,
144.0,2.0,6.232324600219727,1.33,76.0,97.0,6.0,5.8,0.96,28.7,3.0,,0.0,51.0,108.33333333333331,3.3936507936507936,0.19,36.5,6.0,-96.795211,40.991365,1.0,9.799999,160.0,0.029239447615548746,508.0,359.91702,8.813553,-7.6720424,-16.485596
231.0,3.0,6.288463592529297,1.35,91.0,29.0,1.5,7.2,6.0,0.0,2.0,0.0,0.0,10.0,0.0,0.046031746031746,0.21,26.7,4.0,-102.413112,39.035772,1.0,15.6,,0.0,338.0,118.13649,-0.16512467,3.2009642,3.3660889
183.0,1.0,6.313400268554688,1.4,61.0,74.0,1.0,7.4,9.0,1.0,2.0,0.0,51.0,91.0,8.333333333333334,0.1047619047619047,0.22,29.1,2.0,-100.464364,40.992094,1.0,14.9,,0.0,,,,,
473.0,1.0,6.325900554656982,1.2,235.0,29.0,0.25,8.2,2.7,3.5,2.0,,0.0,20.0,0.0,0.3984126984126984,0.19,29.3,4.0,-109.570986,34.592802,1.0,14.0,,0.0,,,,,
173.0,2.0,6.397239208221436,1.7,46.0,3.0,0.25,7.5,0.92,21.3,3.0,1.0,64.0,76.0,104.33333333333331,3.0000000000000004,0.08,27.6,5.0,-84.325695,39.745438,1.0,13.7,200.0,0.0009360954628802805,320.0,180.46477,5.968707,-6.732375,-12.701082
,,6.492591857910156,,,,,,,,,,,,,,,,,,,,,,,409.0,269.03314,35.91328,-34.39197,-70.30525
222.0,2.0,6.494999408721924,1.4,31.0,29.0,3.0,5.9,9.17,3.5,0.0,0.0,0.0,25.0,108.83333333333331,4.206349206349207,0.21,30.1,5.0,-82.863359,40.726677,1.0,13.9,61.0,0.0,446.0,104.306404,1.108305,1.5675945,0.45928955
17.0,4.0,6.495636463165283,1.7,61.0,12.0,0.5,6.7,0.7,4.1,2.0,1.0,104.0,127.0,55.633333333333326,2.03015873015873,0.16,26.0,3.0,-92.076895,42.81308,1.0,12.7,107.0,0.0,481.0,13.644808,-14.322065,8.550859,22.872925
247.0,2.0,6.576902389526367,1.35,,19.0,11.5,5.0,28.0,0.3,6.0,0.0,0.0,76.0,0.0,0.1634920634920635,0.23,33.4,1.0,-77.625473,35.809051,1.0,12.3,137.0,-0.0682717745432844,,,,,
325.0,3.0,6.624058723449707,1.3,61.0,19.0,3.0,7.9,0.21,0.0,5.0,1.0,0.0,15.0,0.0,0.0047619047619047,0.09,29.9,6.0,-97.931857,29.839784,1.0,,203.0,0.0,445.0,300.8942,2.9870207,4.5861416,1.5991211
,,6.648931503295898,,,,,,,,,,,,,,,,,,,,,,,399.0,243.79031,3.8688848,7.2258186,3.3569336
418.0,1.0,6.6619791984558105,1.6,61.0,61.0,0.75,6.2,9.17,0.8,2.0,1.0,18.0,86.0,62.66666666666666,2.125396825396825,0.14,32.2,4.0,-86.251087,41.508437,1.0,12.3,76.0,0.0,,,,,
494.0,3.0,6.762979030609131,1.49,91.0,19.0,1.0,6.5,28.0,5.8,3.0,1.0,0.0,25.0,0.0,0.3285714285714285,0.13,19.9,4.0,-99.383579,28.613092,1.0,,,0.0,,,,,
38.0,2.0,6.823799133300781,1.33,61.0,97.0,5.0,6.5,3.0,0.0,2.0,0.0,0.0,61.0,0.0,0.5587301587301586,0.22,33.4,5.0,-90.429189,41.83491,1.0,12.6,30.0,0.0,,,,,
,,6.824568271636963,,,,,,,,,,,,,,,,,,,,,,,395.0,342.23965,-77.0578,-8.54889,68.50891
558.0,6.0,6.857822895050049,1.2,,93.0,2.0,6.8,9.17,0.3,2.0,,0.0,10.0,28.200000000000003,1.165079365079365,0.17,27.3,4.0,-105.24844,44.462686,1.0,15.5,,0.0,355.0,255.06111,-1.9695017,10.13377,12.1032715
70.0,1.0,6.859415054321289,1.35,30.0,29.0,2.0,8.2,0.91,0.0,3.0,1.0,0.0,42.0,20.666666666666668,0.3428571428571428,0.18,32.5,4.0,-98.489784,29.356399,1.0,6.299999,203.0,0.0,,,,,
,,6.868733882904053,,,,,,,,,,,,,,,,,,,,,,,52.0,263.35574,-11.367175,4.433491,15.800667
310.0,1.0,6.94207239151001,1.5,30.0,29.0,0.9,5.7,28.0,1.8,0.0,1.0,0.0,18.0,0.0,0.0761904761904761,0.15,19.7,6.0,-97.760787,38.026244,1.0,9.700001,61.0,0.0,,,,,
505.0,2.0,6.979676246643066,1.6,92.0,10.0,0.15,5.0,0.917,0.3,2.0,1.0,89.0,107.0,40.8,2.0285714285714285,0.1,31.4,5.0,-88.621286,38.174211,1.0,13.5,38.0,0.0,288.0,36.337875,120.75906,-42.851776,-163.61084
302.0,6.0,7.018613815307617,1.5,49.0,51.0,0.8,8.1,6.0,0.0,3.0,1.0,56.0,71.0,35.666666666666664,0.4571428571428571,0.19,25.0,4.0,-104.420223,41.107308,1.0,,142.0,0.0,,,,,
85.0,5.0,7.036680698394775,1.44,61.0,29.0,1.5,7.9,9.17,8.0,2.0,,0.0,13.0,0.0,0.5555555555555556,0.21,29.1,2.0,-103.615887,39.5111,1.0,15.0,,0.0,,,,,
176.0,5.0,7.054650783538818,1.45,61.0,19.0,1.5,7.9,9.0,23.6,2.0,1.0,0.0,13.0,62.0,1.9174603174603173,0.18,30.0,2.0,-103.248599,36.373363,1.0,14.3,,0.0,,,,,
151.0,2.0,7.1546630859375,1.62,61.0,89.0,0.25,7.6,91.74,38.6,5.0,1.0,122.0,203.0,155.76666666666668,4.37936507936508,0.1,17.4,1.0,-82.370628,27.806787,1.0,4.4,127.0,1.51968586,,,,,
157.0,1.0,7.160455703735352,1.35,30.0,68.0,1.5,8.0,9.0,20.1,0.0,1.0,97.0,127.0,8.4,3.3031746031746034,0.18,31.7,2.0,-100.478137,35.986964,1.0,,40.0,0.0,486.0,345.8195,39.92545,-50.21127,-90.13672
541.0,1.0,7.237397193908691,1.3,30.0,29.0,3.0,6.3,3.0,16.8,0.0,0.0,0.0,13.0,144.26666666666668,5.207936507936509,0.21,33.8,5.0,-102.985305,41.277669,1.0,12.2,,0.0,447.0,75.27515,-16.005426,31.41889,47.424316
342.0,2.0,7.325831890106201,1.3,91.0,29.0,5.5,6.7,9.17,0.0,0.0,0.0,0.0,36.0,0.0,0.1746031746031746,0.18,34.3,3.0,-88.282699,39.959578,1.0,13.5,185.0,0.0,352.0,346.49976,-1.1806546,-2.0473537,-0.8666992
555.0,2.0,7.396910190582275,1.35,,29.0,5.5,4.5,23.0,0.0,5.0,1.0,0.0,30.0,0.0,0.0619047619047619,0.15,29.2,3.0,-76.79933,35.241588,1.0,14.4,122.0,0.0,,,,,
274.0,2.0,7.448844909667969,1.4,46.0,19.0,3.0,5.4,14.11,0.0,0.0,0.0,0.0,8.0,59.333333333333336,2.274603174603175,0.17,25.4,3.0,-83.151617,33.692815,1.0,15.8,,0.0,,,,,
27.0,3.0,7.524662971496582,1.53,91.0,19.0,1.25,6.7,28.0,18.1,4.0,1.0,0.0,28.0,85.5,1.3634920634920635,0.1,8.6,4.0,-98.889745,30.636654,1.0,5.3,,0.07433652591775158,293.0,87.66084,-0.9261201,-5.0517154,-4.125595
406.0,2.0,7.642701625823975,1.45,61.0,29.0,6.0,6.5,9.17,10.2,0.0,0.0,0.0,33.0,120.66666666666669,4.573015873015873,0.22,34.7,3.0,-82.663559,40.927376,1.0,13.9,122.0,0.0,316.0,33.045574,4.6827807,0.47135493,-4.211426
240.0,2.0,7.830361843109131,1.6,92.0,7.0,0.15,5.0,0.917,0.0,2.0,1.0,107.0,152.0,0.0,0.0,0.1,31.4,5.0,-87.71981,38.912613,1.0,13.5,51.0,0.0,,,,,
42.0,1.0,7.839358806610107,1.6,30.0,97.0,2.0,4.6,9.0,0.0,0.0,,0.0,94.0,0.0,0.626984126984127,0.15,18.5,3.0,-85.422498,31.10181,1.0,9.2,183.0,0.0,,,,,
536.0,2.0,7.846368789672852,1.41,76.0,53.0,1.25,8.2,2.7,17.3,4.0,0.0,66.0,91.0,14.4,0.584126984126984,0.17,25.7,5.0,-97.513674,41.964611,1.0,6.6,,0.06372573118270383,381.0,48.7451,-1.9515381,-3.4697876,-1.5182495
275.0,3.0,7.859541893005371,1.38,91.0,29.0,2.0,6.5,9.0,0.0,2.0,1.0,0.0,38.0,0.0,0.5492063492063491,0.19,26.6,2.0,-97.084891,37.271301,1.0,13.3,,0.0,526.0,273.0665,8.854275,-6.6089826,-15.463257
100.0,2.0,7.901444435119629,1.55,76.0,33.0,1.5,6.7,28.0,7.0,2.0,,0.0,23.0,0.0,0.2857142857142857,0.15,19.1,0.0,-89.4401,44.451848,1.0,9.700001,203.0,0.0,,,,,
,,7.970987796783447,,,,,,,,,,,,,,,,,,,,,,,75.0,293.50644,-50.08419,79.73148,129.81567
91.0,1.0,7.986761569976807,1.6,30.0,29.0,5.08,7.5,5.5,36.6,0.0,0.0,0.0,28.0,85.43333333333334,3.187301587301587,0.12,27.8,3.0,-83.950343,43.351135,1.0,15.0,42.0,0.0,412.0,233.28503,-3.8617735,2.6233072,6.4850807
28.0,2.0,8.140222549438477,1.42,61.0,29.0,3.0,6.3,10.0,0.0,0.0,0.0,0.0,36.0,0.0,0.665079365079365,0.14,21.1,3.0,-85.044928,42.189487,1.0,9.3,76.0,0.0,,,,,
548.0,2.0,8.20694351196289,1.28,61.0,80.0,2.0,6.8,9.0,0.5,2.0,0.0,18.0,61.0,23.6,0.9095238095238096,0.22,29.5,2.0,-97.669875,39.636144,1.0,15.0,,0.0,414.0,317.3896,-1.695216,1.5583394,3.2535553
,,8.28766918182373,,,,,,,,,,,,,,,,,,,,,,,380.0,323.8865,-37.98724,3.8645678,41.851807
,,8.3633451461792,,,,,,,,,,,,,,,,,,,,,,,292.0,292.31732,-4.611279,10.94353,15.55481
546.0,2.0,8.373557090759277,1.3,37.0,45.0,1.74,5.6,2.7,1.8,0.0,0.0,56.0,112.0,61.46666666666667,1.973015873015873,0.19,32.0,5.0,-94.023023,39.65083,1.0,13.7,61.0,0.0,,,,,
503.0,7.0,8.374512672424316,1.4,49.0,29.0,3.0,6.0,9.0,7.2,3.0,1.0,0.0,25.0,0.0,0.6523809523809524,0.15,30.5,4.0,-97.45385,38.732281,1.0,11.7,,0.0,,,,,
427.0,3.0,8.556961059570312,1.32,61.0,58.0,1.3,7.6,0.21,0.0,5.0,1.0,13.0,51.0,0.0,0.419047619047619,0.15,39.4,6.0,-96.470813,31.94512,1.0,,,0.0,397.0,118.696655,-0.06082292,3.8364625,3.8972855
,,8.561774253845215,,,,,,,,,,,,,,,,,,,,,,,306.0,354.71338,9.31673,-26.156902,-35.473633
,,8.568706512451172,,,,,,,,,,,,,,,,,,,,,,,280.0,2.7617724,-47.78167,53.130806,100.912476
431.0,2.0,8.63361644744873,1.5,92.0,100.0,0.1,7.8,9.17,4.6,2.0,0.0,119.0,152.0,80.0,1.7793650793650793,0.21,28.9,3.0,-89.413201,39.914757,1.0,13.2,188.0,0.0,314.0,108.39356,1.9201525,-4.448866,-6.3690186
,,8.676152229309082,,,,,,,,,,,,,,,,,,,,,,,426.0,183.56187,0.80316573,-1.0645101,-1.8676758
,,8.801472663879395,,,,,,,,,,,,,,,,,,,,,,,530.0,259.5218,-4.6387706,-2.5208504,2.11792
319.0,1.0,8.827736854553223,1.25,30.0,60.0,0.9,7.8,0.22,8.6,2.0,0.0,112.0,200.0,78.33333333333333,3.276190476190476,0.13,34.2,6.0,-97.072632,37.729483,1.0,13.8,,0.0,,,,,
529.0,3.0,8.839085578918457,1.35,61.0,97.0,1.5,8.2,9.0,26.9,2.0,1.0,0.0,38.0,11.1,0.6857142857142857,0.18,31.8,2.0,-100.221174,28.60625,1.0,11.4,,0.0,,,,,
181.0,2.0,8.869969367980957,1.6,,38.0,2.0,5.1,9.0,0.0,1.0,1.0,168.0,203.0,0.0,1.946031746031746,0.07,13.5,1.0,-77.777086,34.755436,1.0,6.7,203.0,0.0,368.0,239.86598,1.0675614,0.66263133,-0.4049301
21.0,6.0,8.960915565490723,1.54,61.0,80.0,0.2,8.2,28.225,3.8,1.0,,43.0,81.0,9.666666666666666,0.4412698412698412,0.12,19.0,0.0,-104.435,40.998071,1.0,9.7,,0.0,,,,,
,,8.998634338378906,,,,,,,,,,,,,,,,,,,,,,,290.0,326.48148,4.18621,-4.468575,-8.654785
